row_idx,date,original_text,n_items,n_matched,n_unmatched,matches
3074,2024-12-13,"RAF(Egusi, Okro ) + Eba + RCF RAF(Egusi, Okro ) + Eba + RCF",8,8,0,"[{""item"": ""Egusi"", ""usda_match"": ""Melon, banana (Navajo)"", ""score"": 0.3, ""portion_g"": 200}, {""item"": ""Okro"", ""usda_match"": ""Okra, cooked, boiled, drained, with salt"", ""score"": 0.585, ""portion_g"": 200}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF RAF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Egusi"", ""usda_match"": ""Melon, banana (Navajo)"", ""score"": 0.3, ""portion_g"": 200}, {""item"": ""Okro"", ""usda_match"": ""Okra, cooked, boiled, drained, with salt"", ""score"": 0.585, ""portion_g"": 200}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3075,2024-12-13,"Porridge(Plantain, canned squid, cherry tomatoes, garlic cloves, maggi sauce, eggs, lard) + RCF Porridge(Plantain, canned squid, cherry tomatoes, garlic cloves, maggi sauce, eggs, lard) + RCF",17,17,0,"[{""item"": ""Porridge"", ""usda_match"": ""Bread, oatmeal"", ""score"": 0.28, ""portion_g"": 300}, {""item"": ""Plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""canned squid"", ""usda_match"": ""Mollusks, squid, mixed species, raw"", ""score"": 0.326, ""portion_g"": 150.0}, {""item"": ""cherry tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.631, ""portion_g"": 150.0}, {""item"": ""garlic cloves"", ""usda_match"": ""Garlic, raw"", ""score"": 0.804, ""portion_g"": 150.0}, {""item"": ""maggi sauce"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.467, ""portion_g"": 60}, {""item"": ""eggs"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.785, ""portion_g"": 100}, {""item"": ""lard"", ""usda_match"": ""Lard"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""RCF Porridge"", ""usda_match"": ""Bread, oatmeal"", ""score"": 0.28, ""portion_g"": 300}, {""item"": ""Plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""canned squid"", ""usda_match"": ""Mollusks, squid, mixed species, raw"", ""score"": 0.326, ""portion_g"": 150.0}, {""item"": ""cherry tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.631, ""portion_g"": 150.0}, {""item"": ""garlic cloves"", ""usda_match"": ""Garlic, raw"", ""score"": 0.804, ""portion_g"": 150.0}, {""item"": ""maggi sauce"", ""usda_match"": ""Soup, bouillon cubes and granules, low sodium, dry"", ""score"": 0.467, ""portion_g"": 60}, {""item"": ""eggs"", ""usda_match"": ""Egg, whole, cooked, fried"", ""score"": 0.785, ""portion_g"": 100}, {""item"": ""lard"", ""usda_match"": ""Lard"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3076,2024-12-14,"Dutch Daughter(Crab Chowder, Oysters, Bread, Butter, Steak, Coffee) Dutch Daughter(Crab Chowder, Oysters, Bread, Butter, Steak, Coffee)",12,12,0,"[{""item"": ""Dutch Daughter"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.641, ""portion_g"": 150.0}, {""item"": ""Crab Chowder"", ""usda_match"": ""Crustaceans, crab, blue, crab cakes, home recipe"", ""score"": 0.293, ""portion_g"": 150.0}, {""item"": ""Oysters"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.69, ""portion_g"": 150.0}, {""item"": ""Bread"", ""usda_match"": ""Bread, wheat"", ""score"": 0.469, ""portion_g"": 60}, {""item"": ""Butter"", ""usda_match"": ""Pretzels, soft, unsalted"", ""score"": 0.277, ""portion_g"": 14}, {""item"": ""Steak"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.69, ""portion_g"": 240}, {""item"": ""Coffee) Dutch Daughter(Crab Chowder"", ""usda_match"": ""Beverages, coffee, brewed, breakfast blend"", ""score"": 0.324, ""portion_g"": 240}, {""item"": ""Oysters"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.69, ""portion_g"": 150.0}, {""item"": ""Bread"", ""usda_match"": ""Bread, wheat"", ""score"": 0.469, ""portion_g"": 60}, {""item"": ""Butter"", ""usda_match"": ""Pretzels, soft, unsalted"", ""score"": 0.277, ""portion_g"": 14}, {""item"": ""Steak"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.69, ""portion_g"": 240}, {""item"": ""Coffee"", ""usda_match"": ""Beverages, coffee, brewed, breakfast blend"", ""score"": 0.47, ""portion_g"": 240}]"
3077,2024-12-15,"RAF(Okro - Mackerel, snail) + Mutton + Eba + RCF + Caprisun RAF(Okro - Mackerel, snail) + Mutton + Eba + RCF + Caprisun",12,12,0,"[{""item"": ""Okro - Mackerel"", ""usda_match"": ""Fish, mackerel, Atlantic, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 150}, {""item"": ""snail"", ""usda_match"": ""Mollusks, snail, raw"", ""score"": 0.468, ""portion_g"": 150.0}, {""item"": ""goat meat cooked"", ""usda_match"": ""Turkey, whole, dark meat, cooked, roasted"", ""score"": 0.416, ""portion_g"": 120}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Caprisun RAF"", ""usda_match"": ""Beverages, citrus fruit juice drink, frozen concentrate"", ""score"": 0.497, ""portion_g"": 150.0}, {""item"": ""Okro - Mackerel"", ""usda_match"": ""Fish, mackerel, Atlantic, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 150}, {""item"": ""snail"", ""usda_match"": ""Mollusks, snail, raw"", ""score"": 0.468, ""portion_g"": 150.0}, {""item"": ""goat meat cooked"", ""usda_match"": ""Turkey, whole, dark meat, cooked, roasted"", ""score"": 0.416, ""portion_g"": 120}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Caprisun"", ""usda_match"": ""Beverages, citrus fruit juice drink, frozen concentrate"", ""score"": 0.497, ""portion_g"": 150.0}]"
3078,2024-12-16,"Long Grain Rice(ghee, salt, chicken seasoning, plantain, tilapia, olive oil, green peas)  Long Grain Rice(ghee, salt, chicken seasoning, plantain, tilapia, olive oil, green peas)",12,12,0,"[{""item"": ""Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""ghee"", ""usda_match"": ""Butter, Clarified butter (ghee)"", ""score"": 0.347, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""tilapia"", ""usda_match"": ""Fish, tilapia, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""green peas)  Long Grain Rice(ghee"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.71, ""portion_g"": 200}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""tilapia"", ""usda_match"": ""Fish, tilapia, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""green peas"", ""usda_match"": ""Peas, green, raw"", ""score"": 0.505, ""portion_g"": 150.0}]"
3079,2024-12-16,"Long Grain Rice(ghee, salt, chicken seasoning, plantain, tilapia, olive oil, green peas)  Long Grain Rice(ghee, salt, chicken seasoning, plantain, tilapia, olive oil, green peas)",12,12,0,"[{""item"": ""Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""ghee"", ""usda_match"": ""Butter, Clarified butter (ghee)"", ""score"": 0.347, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""tilapia"", ""usda_match"": ""Fish, tilapia, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""green peas)  Long Grain Rice(ghee"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.71, ""portion_g"": 200}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""tilapia"", ""usda_match"": ""Fish, tilapia, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""green peas"", ""usda_match"": ""Peas, green, raw"", ""score"": 0.505, ""portion_g"": 150.0}]"
3080,2024-12-16,"Long Grain Rice(ghee, salt, chicken seasoning, plantain, tilapia, olive oil, green peas)  + RCF Long Grain Rice(ghee, salt, chicken seasoning, plantain, tilapia, olive oil, green peas)  + RCF",15,15,0,"[{""item"": ""Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""ghee"", ""usda_match"": ""Butter, Clarified butter (ghee)"", ""score"": 0.347, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""tilapia"", ""usda_match"": ""Fish, tilapia, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""green peas"", ""usda_match"": ""Peas, green, raw"", ""score"": 0.505, ""portion_g"": 150.0}, {""item"": ""RCF Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""ghee"", ""usda_match"": ""Butter, Clarified butter (ghee)"", ""score"": 0.347, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""tilapia"", ""usda_match"": ""Fish, tilapia, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""green peas"", ""usda_match"": ""Peas, green, raw"", ""score"": 0.505, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}]"
3081,2024-12-17,Caprisun Caprisun,1,1,0,"[{""item"": ""Caprisun Caprisun"", ""usda_match"": ""Beverages, citrus fruit juice drink, frozen concentrate"", ""score"": 0.497, ""portion_g"": 150.0}]"
3082,2024-12-17,"Long Grain Rice(ghee, salt, chicken seasoning, plantain, tilapia, olive oil, green peas)  + RCF + Brioche Bun + Egg(cherry tomatoes, onions, salt, olive oil) + cab cake + tea(honey) Long Grain Rice(ghee, salt, chicken seasoning, plantain, tilapia, ol",30,30,0,"[{""item"": ""Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""ghee"", ""usda_match"": ""Butter, Clarified butter (ghee)"", ""score"": 0.347, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""tilapia"", ""usda_match"": ""Fish, tilapia, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""green peas"", ""usda_match"": ""Peas, green, raw"", ""score"": 0.505, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Brioche Bun"", ""usda_match"": ""Bread, egg"", ""score"": 0.646, ""portion_g"": 60}, {""item"": ""Egg"", ""usda_match"": ""Bread, egg"", ""score"": 0.473, ""portion_g"": 50}, {""item"": ""cherry tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.631, ""portion_g"": 150.0}, {""item"": ""onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""cab cake"", ""usda_match"": ""Cake, coffeecake, cheese"", ""score"": 0.314, ""portion_g"": 150.0}, {""item"": ""tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""honey) Long Grain Rice(ghee"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.723, ""portion_g"": 21}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""tilapia"", ""usda_match"": ""Fish, tilapia, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""green peas"", ""usda_match"": ""Peas, green, raw"", ""score"": 0.505, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Brioche Bun"", ""usda_match"": ""Bread, egg"", ""score"": 0.646, ""portion_g"": 60}, {""item"": ""Egg"", ""usda_match"": ""Bread, egg"", ""score"": 0.473, ""portion_g"": 50}, {""item"": ""cherry tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.631, ""portion_g"": 150.0}, {""item"": ""onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""cab cake"", ""usda_match"": ""Cake, coffeecake, cheese"", ""score"": 0.314, ""portion_g"": 150.0}, {""item"": ""tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}]"
3083,2024-12-18,"RAF(Okro - Mackerel, snail) + Mutton + Eba + RCF +  Tea(Honey) RAF(Okro - Mackerel, snail) + Mutton + Eba + RCF +  Tea(Honey)",13,13,0,"[{""item"": ""Okro - Mackerel"", ""usda_match"": ""Fish, mackerel, Atlantic, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 150}, {""item"": ""snail"", ""usda_match"": ""Mollusks, snail, raw"", ""score"": 0.468, ""portion_g"": 150.0}, {""item"": ""goat meat cooked"", ""usda_match"": ""Turkey, whole, dark meat, cooked, roasted"", ""score"": 0.416, ""portion_g"": 120}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""Honey) RAF(Okro - Mackerel"", ""usda_match"": ""Fish, mackerel, Atlantic, cooked, dry heat"", ""score"": 0.973, ""portion_g"": 150}, {""item"": ""snail"", ""usda_match"": ""Mollusks, snail, raw"", ""score"": 0.468, ""portion_g"": 150.0}, {""item"": ""goat meat cooked"", ""usda_match"": ""Turkey, whole, dark meat, cooked, roasted"", ""score"": 0.416, ""portion_g"": 120}, {""item"": ""Eba"", ""usda_match"": ""Cassava, raw"", ""score"": 0.419, ""portion_g"": 250}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}]"
3084,2024-12-18,RCF + Tea(Honey) RCF + Tea(Honey),4,4,0,"[{""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Tea(Honey) RCF"", ""usda_match"": ""Honey"", ""score"": 0.71, ""portion_g"": 21}, {""item"": ""Tea"", ""usda_match"": ""Beverages, coffee, brewed, prepared with tap water"", ""score"": 0.774, ""portion_g"": 240}, {""item"": ""Honey"", ""usda_match"": ""Honey"", ""score"": 1.0, ""portion_g"": 21}]"
3085,2024-12-18,"Long Grain Rice(ghee, salt, chicken seasoning, plantain, tilapia, olive oil, green peas)  + RCF + Brioche Bun + Egg(cherry tomatoes, onions, salt, olive oil) + cab cake +  Lucozade Long Grain Rice(ghee, salt, chicken seasoning, plantain, tilapia, oli",29,29,0,"[{""item"": ""Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""ghee"", ""usda_match"": ""Butter, Clarified butter (ghee)"", ""score"": 0.347, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""tilapia"", ""usda_match"": ""Fish, tilapia, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""green peas"", ""usda_match"": ""Peas, green, raw"", ""score"": 0.505, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Brioche Bun"", ""usda_match"": ""Bread, egg"", ""score"": 0.646, ""portion_g"": 60}, {""item"": ""Egg"", ""usda_match"": ""Bread, egg"", ""score"": 0.473, ""portion_g"": 50}, {""item"": ""cherry tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.631, ""portion_g"": 150.0}, {""item"": ""onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""cab cake"", ""usda_match"": ""Cake, coffeecake, cheese"", ""score"": 0.314, ""portion_g"": 150.0}, {""item"": ""Lucozade Long Grain Rice"", ""usda_match"": ""Rice, white, long-grain, regular, cooked, enriched, with salt"", ""score"": 0.784, ""portion_g"": 200}, {""item"": ""ghee"", ""usda_match"": ""Butter, Clarified butter (ghee)"", ""score"": 0.347, ""portion_g"": 150.0}, {""item"": ""chicken seasoning"", ""usda_match"": ""Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"", ""score"": 0.376, ""portion_g"": 120}, {""item"": ""plantain"", ""usda_match"": ""Snacks, plantain chips, salted"", ""score"": 0.362, ""portion_g"": 150}, {""item"": ""tilapia"", ""usda_match"": ""Fish, tilapia, cooked, dry heat"", ""score"": 1.0, ""portion_g"": 120}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""green peas"", ""usda_match"": ""Peas, green, raw"", ""score"": 0.505, ""portion_g"": 150.0}, {""item"": ""RCF"", ""usda_match"": ""Cornmeal, whole-grain, yellow"", ""score"": 1.0, ""portion_g"": 30}, {""item"": ""Brioche Bun"", ""usda_match"": ""Bread, egg"", ""score"": 0.646, ""portion_g"": 60}, {""item"": ""Egg"", ""usda_match"": ""Bread, egg"", ""score"": 0.473, ""portion_g"": 50}, {""item"": ""cherry tomatoes"", ""usda_match"": ""Tomatoes, red, ripe, cooked"", ""score"": 0.631, ""portion_g"": 150.0}, {""item"": ""onions"", ""usda_match"": ""Onions, raw"", ""score"": 1.0, ""portion_g"": 150.0}, {""item"": ""olive oil"", ""usda_match"": ""Oil, olive, salad or cooking"", ""score"": 0.778, ""portion_g"": 15}, {""item"": ""cab cake"", ""usda_match"": ""Cake, coffeecake, cheese"", ""score"": 0.314, ""portion_g"": 150.0}, {""item"": ""Lucozade"", ""usda_match"": ""Carbonated beverage, cream soda"", ""score"": 0.328, ""portion_g"": 150.0}]"
